,name,code,Large,Medium,Micro,Small
2014,A,Net Income From Other Operations Except Dividends and Interest Income,4980565.56947,2111310.7421599994,2803870.918179999,3336538.602430001
2015,A,Net Income From Other Operations Except Dividends and Interest Income,-932875.7652499991,3950783.585179999,5339811.708180001,2190110.9329999993
2016,A,Net Income From Other Operations Except Dividends and Interest Income,18275058.565060012,1905224.7268999985,5748025.164179998,3103588.2492000004
2017,A,Net Income From Other Operations Except Dividends and Interest Income,13339796.326490002,2390997.1354699996,8453493.28513,4055218.9860399994
2018,A,Net Income From Other Operations Except Dividends and Interest Income,21715242.54721001,-838415.4180900038,12078871.474290002,-86298.06797000144
2019,A,Net Income From Other Operations Except Dividends and Interest Income,9097051.31151999,2398481.6726900013,22939124.250210002,15464430.384410001
2020,A,Net Income From Other Operations Except Dividends and Interest Income,12882462.938999996,11692257.160999998,9299917.348000001,16502670.157
2009,A,Net Extraordinary Income to Net Sales,-0.10931764730168314,-0.20973701482906257,0.1743671835288612,-0.18057971621952654
2010,A,Net Extraordinary Income to Net Sales,-1.1058972194565007,0.2871631582384219,2.111721369486539,0.34058968664601136
2011,A,Net Extraordinary Income to Net Sales,-1.6407521627816664,-1.2608150654053367,-2.0407567465240164,-0.6133577631317537
2012,A,Net Extraordinary Income to Net Sales,-1.1996734724802904,-0.3412880738208892,1.7407380996986122,0.20927723973924187
2013,A,Net Extraordinary Income to Net Sales,-1.3175217191950643,-0.0011160607238847977,0.9956225323331572,0.17860902626272118
2014,A,Net Extraordinary Income to Net Sales,-1.0982529938142547,-0.26887807290668503,-0.17371405784262128,-0.12425281982709874
2015,A,Net Extraordinary Income to Net Sales,-0.08814342190256567,-0.5564759650352439,-0.22564946283329698,0.4180160569825773
2016,A,Net Extraordinary Income to Net Sales,-0.04640867081801185,-0.28195381530788494,0.46176172946775706,-0.5876812449572169
2017,A,Net Extraordinary Income to Net Sales,0.37205919235202584,-0.09699486776153103,6.405445300704998,0.20719139058959618
2018,A,Net Extraordinary Income to Net Sales,-0.20492993787038666,0.20026200131923635,-0.610086712801149,-0.3049417923945033
2019,A,Net Extraordinary Income to Net Sales,0.05222182902708877,0.23894607795978623,0.3180028652848315,0.2497662864627934
2020,A,Net Extraordinary Income to Net Sales,0.0009199130941146993,0.06292972458335554,0.9016357569037607,0.6032895888582587
2009,A,Financial Expenses to EBIT,34.016361826886914,63.55992371711682,437.07138720303755,82.38957762501033
2010,A,Financial Expenses to EBIT,12.15979589222161,40.01656301746899,69.73938971875405,49.88262672540559
2011,A,Financial Expenses to EBIT,30.292797336840525,72.14828974594002,-36.45993012470068,168.30676469362663
2012,A,Financial Expenses to EBIT,29.83806393161651,42.16573460816558,-139.95431642727686,102.84699332641276
2013,A,Financial Expenses to EBIT,36.90688314167168,66.21050157450362,-121.41102014468623,92.39363170025628
2014,A,Financial Expenses to EBIT,70.76022558341903,56.47723679699482,-102.21502789980448,80.48489408647318
2015,A,Financial Expenses to EBIT,78.04578562639693,61.23973574741156,-157.75696802319402,67.53952705377633
2016,A,Financial Expenses to EBIT,55.87311845681376,64.92462138584264,-155.22607627125703,177.2161121940603
2017,A,Financial Expenses to EBIT,43.42088869865065,59.35278400157126,53.31000237199933,80.84013277497027
2018,A,Financial Expenses to EBIT,32.8138754620129,60.969912554086804,471.30876089968564,110.15698349902634
2019,A,Financial Expenses to EBIT,38.57603351417076,75.01998740722445,82.52666672068253,86.61495254142179
2020,A,Financial Expenses to EBIT,24.62812430253046,47.47199555288819,1560.6585454401147,49.351492169705914
2009,A,Profit to Net Sales,11.816207510444244,2.2149557813659704,-1.1344464446931763,0.35599066346955766
2010,A,Profit to Net Sales,15.392830972260995,3.4639764085146583,0.49712923626728134,1.4308640914477277
2011,A,Profit to Net Sales,9.527941267367265,0.7483992568113828,-5.858672257314527,-0.5466642647307988
2012,A,Profit to Net Sales,10.03647344147961,3.1116636118444303,-2.958652021944653,-0.05092084608280879
2013,A,Profit to Net Sales,6.679015172652283,1.3198390750919335,-3.215356756615171,0.16745890031812835
2014,A,Profit to Net Sales,2.3383903253806517,2.5568827450889655,-4.3815547796136665,0.5697721052537194
2015,A,Profit to Net Sales,1.61509602053271,2.2219446987295903,-3.528336138073366,1.074394127665054
2016,A,Profit to Net Sales,4.731908606704954,1.426419909196463,-5.1619818049931165,-0.9844068572155031
2017,A,Profit to Net Sales,6.930512522580899,1.885639381105194,2.9169019494231385,0.5496335187080542
2018,A,Profit to Net Sales,8.912641735933716,2.5665341898419425,-2.385169797459629,-0.30327051179524267
2019,A,Profit to Net Sales,8.429897107530508,1.25804581769041,0.5303983786219996,0.41851754314863704
2020,A,Profit to Net Sales,9.59376151780372,3.0481585697799343,-2.914328612169222,2.33843433046607
2009,A,Net Profit to Net Sales,9.869936209361468,1.2722662553749824,-1.61115088097847,-0.11760165227605454
2010,A,Net Profit to Net Sales,12.781392153857116,2.7297525990144567,-0.2600208737109484,0.9800520996135589
2011,A,Net Profit to Net Sales,7.75184177215236,0.013568118791086728,-6.357457044076227,-1.023157829037624
2012,A,Net Profit to Net Sales,8.374201033031177,2.468600591810281,-3.415484079960774,-0.45103783140253567
2013,A,Net Profit to Net Sales,5.580204560942091,0.7863996708832175,-3.7842521903105837,-0.24226832242089566
2014,A,Net Profit to Net Sales,1.5193565928922868,1.9118799794788879,-5.036242170060492,0.17321517575551593
2015,A,Net Profit to Net Sales,0.8908124138649646,1.571931772702487,-4.106800659730038,0.60205544905606
2016,A,Net Profit to Net Sales,3.699227992793224,0.830214908850738,-5.81854560488448,-1.362381922876031
2017,A,Net Profit to Net Sales,6.078613518297709,1.3349107407679857,2.005962841310032,0.13987240304763823
2018,A,Net Profit to Net Sales,7.291286634397681,1.7964376594501479,-3.0206602205275863,-0.7184463778889485
2019,A,Net Profit to Net Sales,6.79131561470325,0.7486966852091929,-0.11969140037766657,0.02053497107747594
2020,A,Net Profit to Net Sales,7.571004050138498,2.3415040161198326,-3.6447512611679667,1.838666488518909
2009,A,Provisions to Government to Profit,16.471201096988892,42.56019618638293,-42.02088503298397,133.03503837148
2010,A,Provisions to Government to Profit,16.96529262947071,21.19598181140715,152.30448236424948,31.506276139618805
2011,A,Provisions to Government to Profit,18.640957635811205,98.1870480672449,-8.513614772339743,-87.16383986457782
2012,A,Provisions to Government to Profit,16.562315619532736,20.66621268399174,-15.440547067642516,-785.7626416282368
2013,A,Provisions to Government to Profit,16.45168611398508,40.41700342684272,-17.693073483214135,244.6733030974459
2014,A,Provisions to Government to Profit,35.02553545482359,25.22613783713555,-14.941896732477932,69.59921797533713
2015,A,Provisions to Government to Profit,44.84461589032048,29.254235103094683,-16.394824614769856,43.96325951962455
2016,A,Provisions to Government to Profit,21.8237649909057,41.79729941385786,-12.71921956904764,-38.3962243751196
2017,A,Provisions to Government to Profit,12.292005843832541,29.20646682794778,31.229678745055466,74.55169703324925
2018,A,Provisions to Government to Profit,18.19163329542469,30.005309628827515,-26.64340390964194,-136.89951707999148
2019,A,Provisions to Government to Profit,19.437740128091207,40.48732767271612,122.56632093948525,95.09340255536603
2020,A,Provisions to Government to Profit,21.08409161423775,23.182998439320677,-25.06315334340658,21.371899797911066
2009,A,Liquid Assets and Marketable Securities to Total Assets,5.975845392073474,6.6304571170728135,8.731384230954205,4.20835598048523
2010,A,Liquid Assets and Marketable Securities to Total Assets,9.218971966352361,6.700227011332627,11.409070861364194,6.550173964889831
2011,A,Liquid Assets and Marketable Securities to Total Assets,6.174352053916914,6.778948161138874,9.202596576480413,5.983266084487257
2012,A,Liquid Assets and Marketable Securities to Total Assets,5.999131616173543,5.813899017273818,8.331215854835328,4.432291660124554
2013,A,Liquid Assets and Marketable Securities to Total Assets,5.165314234754628,5.771336562063132,10.681867499606469,4.862171490729381
2014,A,Liquid Assets and Marketable Securities to Total Assets,5.882649570501154,6.813148343261184,9.820383950694357,4.289615141734819
2015,A,Liquid Assets and Marketable Securities to Total Assets,7.086804461912374,4.718086139170121,8.678413553464974,4.485887165985973
2016,A,Liquid Assets and Marketable Securities to Total Assets,7.137275240521975,6.228794124168304,7.685517768554662,4.473257044138296
2017,A,Liquid Assets and Marketable Securities to Total Assets,8.887123064346827,5.242917491790377,8.77799087495125,4.79825913906951
2018,A,Liquid Assets and Marketable Securities to Total Assets,9.776547392510627,7.408162773376854,7.0119542694084505,4.094625203006172
2019,A,Liquid Assets and Marketable Securities to Total Assets,12.30571385620788,5.374893937236979,5.980714098543481,4.714776745922915
2020,A,Liquid Assets and Marketable Securities to Total Assets,11.33243987465622,7.014911405376553,6.181959204018731,5.662523228347811
2009,A,Inventories to Total Assets,45.633651305431215,25.721185225637832,20.49614649744631,24.196120824135274
2010,A,Inventories to Total Assets,41.22896469240758,22.761572362481576,19.2675073890235,28.748904007364057
2011,A,Inventories to Total Assets,36.81202154384796,24.301953215684634,22.162462823028363,28.59389454722663
2012,A,Inventories to Total Assets,33.34235619292343,24.458231721852222,18.66526057546362,26.835839689598618
2013,A,Inventories to Total Assets,40.507039982145365,22.861804774551768,17.82344520887159,27.435645035208367
2014,A,Inventories to Total Assets,36.73365767178083,24.283928245708708,18.14919434815537,24.019254657840627
2015,A,Inventories to Total Assets,36.675620906939166,21.495184366280366,17.07946044506019,25.504720813093467
2016,A,Inventories to Total Assets,36.927325703944724,24.797280514123315,17.398159649876163,25.93070207942035
2017,A,Inventories to Total Assets,33.58806154581102,29.48151423606419,18.710152542147956,28.947429336879445
2018,A,Inventories to Total Assets,38.8520644076589,33.36166988125541,23.102245574928922,33.64912124194942
2019,A,Inventories to Total Assets,37.631346650528954,33.715842402766214,21.83467172474555,33.56862625717969
2020,A,Inventories to Total Assets,33.44198434316578,32.842369600602176,21.432501451671946,35.19739399785589
2009,A,Tangible Goods to Total Assets,22.078330113588684,34.8265405385038,41.52423253525457,32.64188544029225
2010,A,Tangible Goods to Total Assets,25.482657042001733,31.48837806316741,39.263647129797896,36.10259003674754
2011,A,Tangible Goods to Total Assets,29.382545867989972,30.798324358202212,40.836092223969935,38.576012377402726
2012,A,Tangible Goods to Total Assets,33.04490875117217,30.269821597763034,43.4386540735831,38.78943443244356
2013,A,Tangible Goods to Total Assets,28.650073791012275,30.236780194545144,41.85723294990438,36.84797558157583
2014,A,Tangible Goods to Total Assets,27.47883711270377,30.88062576274362,42.19774228924354,37.526399884057106
2015,A,Tangible Goods to Total Assets,26.792379246923666,31.733359947049326,45.38916082359437,35.70751690969046
2016,A,Tangible Goods to Total Assets,28.344792161344827,28.13626572709352,44.953310867412284,36.42045725361848
2017,A,Tangible Goods to Total Assets,27.31964699608626,29.227927061988307,42.98527397565678,35.22402269911281
2018,A,Tangible Goods to Total Assets,22.561966127171758,29.277405501031456,38.99478856763184,30.87127145230177
2019,A,Tangible Goods to Total Assets,20.507613615166782,30.5144869990027,37.95666773188426,31.103248965624807
2020,A,Tangible Goods to Total Assets,23.3039600896698,25.12773523540937,37.22178032110893,31.021579696203272
2009,A,Short-Term Trade Receivables to Total Assets,5.192811928665708,18.17604749575325,10.894751808842273,14.746203673446006
2010,A,Short-Term Trade Receivables to Total Assets,4.646651011594758,13.659930249949891,10.215977616309235,15.108888499432323
2011,A,Short-Term Trade Receivables to Total Assets,7.180816805403133,19.278871854581375,8.95288211907946,13.665756057553564
2012,A,Short-Term Trade Receivables to Total Assets,9.551541287029893,20.676228321438824,8.840153306581563,13.77994219453639
2013,A,Short-Term Trade Receivables to Total Assets,7.6868593161195164,19.62497086277202,10.301454313204443,14.017856651304045
2014,A,Short-Term Trade Receivables to Total Assets,11.364040003723366,19.640549607372535,9.986830470510704,14.717474330596394
2015,A,Short-Term Trade Receivables to Total Assets,11.015770067489697,19.791755694918038,9.762830940210648,16.05898849081628
2016,A,Short-Term Trade Receivables to Total Assets,10.512485045500867,21.602486679772273,10.429717054077695,15.482664228457727
2017,A,Short-Term Trade Receivables to Total Assets,11.607440113054027,19.347659130943406,10.335316442533893,16.24976611418755
2018,A,Short-Term Trade Receivables to Total Assets,10.121298413277605,19.557581723175428,11.418260111036684,17.24424053140284
2019,A,Short-Term Trade Receivables to Total Assets,12.65225119369265,19.885579540261723,11.801645270279106,17.078428799395944
2020,A,Short-Term Trade Receivables to Total Assets,15.504381444109129,23.565175370524845,11.776804677725764,16.602898892576285
2009,A,Long-Term Trade Receivables to Total Assets,0.02278552087932994,0.6331406030188275,0.9362564097183163,0.17058373438404908
2010,A,Long-Term Trade Receivables to Total Assets,0.14302837854179326,0.3064544940455969,0.8645444500720941,0.38013706566128397
2011,A,Long-Term Trade Receivables to Total Assets,0.12747629679750921,0.1397928499833936,1.0441792700839665,0.6636504298135547
2012,A,Long-Term Trade Receivables to Total Assets,0.12065742937277142,0.32013276027928833,1.3633410770245695,0.46631720006633604
2013,A,Long-Term Trade Receivables to Total Assets,0.09076149110845384,0.05963367551942353,1.1997649041670888,0.49258842443145945
2014,A,Long-Term Trade Receivables to Total Assets,0.1923002625719798,0.2884727148600376,1.0043018104171326,0.5672434062406299
2015,A,Long-Term Trade Receivables to Total Assets,0.08242510916182129,0.03260981511847837,0.8860923756391106,0.3853648449840905
2016,A,Long-Term Trade Receivables to Total Assets,0.06611244780807331,0.14354578214778418,0.7569871024872746,0.31664034945144326
2017,A,Long-Term Trade Receivables to Total Assets,0.0647707113977499,0.13575869334970575,0.5257223170378694,0.44075396256731186
2018,A,Long-Term Trade Receivables to Total Assets,0.12285914053659075,0.10818074243366806,0.4574807449547079,0.13973023701853948
2019,A,Long-Term Trade Receivables to Total Assets,0.08303605506150898,0.08301902466022534,0.46138722373605556,0.06313994652554335
2020,A,Long-Term Trade Receivables to Total Assets,0.059210019978528164,0.08269421842837603,0.36193548380021084,0.08060642022628887
2009,A,Short-Term Trade Debts to Total Assets,5.707260058503007,20.84161886083026,15.612721190862484,20.347490948820347
2010,A,Short-Term Trade Debts to Total Assets,4.427568908914741,19.446060876529053,15.671324340931067,22.953440091139353
2011,A,Short-Term Trade Debts to Total Assets,7.926596894526686,21.91642438240679,18.139064418429264,22.662250069203374
2012,A,Short-Term Trade Debts to Total Assets,7.549066770009021,23.416620017674024,14.985718318291347,21.893183138876143
2013,A,Short-Term Trade Debts to Total Assets,8.866772652823874,19.601301361546696,15.703221005016488,22.521910732722805
2014,A,Short-Term Trade Debts to Total Assets,11.44333591534797,19.406338730009576,17.232169951508236,20.773324711913794
2015,A,Short-Term Trade Debts to Total Assets,10.817021920077249,20.22554339531726,17.868459526362155,21.341945494215608
2016,A,Short-Term Trade Debts to Total Assets,10.11127238703917,22.1451622560386,18.571445702598062,21.300410573039798
2017,A,Short-Term Trade Debts to Total Assets,9.54902020044238,22.902316674583172,18.270384295946805,22.056248743748377
2018,A,Short-Term Trade Debts to Total Assets,9.115006883301186,22.887755852773324,20.317397182015096,25.43041172474534
2019,A,Short-Term Trade Debts to Total Assets,12.463750892294355,25.90988038468102,20.149426246251632,25.148719875254045
2020,A,Short-Term Trade Debts to Total Assets,14.14476586987688,27.012041248458686,19.57568180117096,23.669493215848007
2009,A,Long-Term Trade Debts to Total Assets,0.051024439583904395,0.5332940896488596,0.5144408845344911,0.6890716637030694
2010,A,Long-Term Trade Debts to Total Assets,0.03444108881280723,0.5781794049086136,0.33875171634993806,0.25265799583997395
2011,A,Long-Term Trade Debts to Total Assets,0.02389748300438583,0.6203997790174458,0.25312390062068113,0.33405591469797075
2012,A,Long-Term Trade Debts to Total Assets,0.017094850669786225,0.5090592447729099,0.4285417947008087,0.2158227147120129
2013,A,Long-Term Trade Debts to Total Assets,0.014114272864255135,0.4524818874966265,0.5135491583222452,0.6200709783531715
2014,A,Long-Term Trade Debts to Total Assets,0.0009618190729071526,0.47837621480067616,0.5140022571619914,0.5258881480111951
2015,A,Long-Term Trade Debts to Total Assets,0.35766435045775324,0.12573008625321785,0.5484006020590714,0.5066412163166351
2016,A,Long-Term Trade Debts to Total Assets,0.511204353978576,0.24672184264354718,0.7765121033558291,0.7715827344483545
2017,A,Long-Term Trade Debts to Total Assets,0.4385968997109189,0.6600488181739642,0.8198572546380791,0.5390334411467143
2018,A,Long-Term Trade Debts to Total Assets,1.1787025241098137,0.44336362293318565,0.794887736329144,1.2376981326350163
2019,A,Long-Term Trade Debts to Total Assets,0.7527915624617648,0.8558994190721739,0.8940003661713637,1.3964663375396351
2020,A,Long-Term Trade Debts to Total Assets,0.13134057019199985,1.0146782433802763,0.721409390879585,1.17658889601717
2009,A,Short-Term Other Receivables to Total Assets,1.4101390488072685,1.2868597343854538,3.627382017886794,1.513600430900092
2010,A,Short-Term Other Receivables to Total Assets,2.08891366557147,1.2633533921993845,3.2325230968237126,2.5049079696788588
2011,A,Short-Term Other Receivables to Total Assets,2.394693007462578,1.3282595219728335,2.361664124497263,2.0277303025170066
2012,A,Short-Term Other Receivables to Total Assets,1.4801354400857993,2.3478485934589437,3.5882911858217894,1.7445656315147469
2013,A,Short-Term Other Receivables to Total Assets,1.588971727515226,2.3199613094284777,3.2886211871681206,3.4088337803257645
2014,A,Short-Term Other Receivables to Total Assets,0.9915142768071268,2.2121104544595322,3.45335620025438,2.731036064279003
2015,A,Short-Term Other Receivables to Total Assets,0.7863038725978261,4.427003695140817,3.3288507527639193,2.8181893924421972
2016,A,Short-Term Other Receivables to Total Assets,1.211803712837414,4.036584741508621,4.595302826316545,2.2818734354009185
2017,A,Short-Term Other Receivables to Total Assets,3.515368369702028,1.508257325844282,4.666577930308649,1.9510785080319337
2018,A,Short-Term Other Receivables to Total Assets,2.503990541660351,1.1673292477409807,3.699964560175726,1.450246250171787
2019,A,Short-Term Other Receivables to Total Assets,1.9298394364214753,1.3530460743806971,4.328191434563954,1.7051428031432836
2020,A,Short-Term Other Receivables to Total Assets,2.4840855219745044,1.6310216362205254,4.089908335996982,1.7483109806000166
2009,A,Long-Term Other Receivables to Total Assets,0.062386629854659925,0.07049367112551784,2.071440843704116,0.884951638260705
2010,A,Long-Term Other Receivables to Total Assets,0.0496760813794328,0.0003348726072865472,2.66763888227007,0.41257254678203875
2011,A,Long-Term Other Receivables to Total Assets,0.108822872182049,0.03262170259702665,2.140162717758201,0.8377458290694939
