,name,code,Large,Medium,Micro,Small
2009,A,Motor Vehicles,8.536718166692475,10.101457807828371,16.435562552712028,17.14809751117692
2010,A,Motor Vehicles,6.344578726731149,7.746483721959367,13.831306241929989,18.13216999897975
2011,A,Motor Vehicles,5.314762537771965,9.363318486528458,12.324563831716553,14.149572557861203
2012,A,Motor Vehicles,2.8145131064555287,10.283875457983024,11.318821465973683,13.156778342744019
2013,A,Motor Vehicles,3.0041929203921143,7.114885803000151,12.329514678430748,12.517615423645424
2014,A,Motor Vehicles,3.559523134836198,8.22979433147905,11.217714559672471,11.765886356951972
2015,A,Motor Vehicles,3.8466639639611833,7.984275745046118,9.69476330981264,12.949169523791218
2016,A,Motor Vehicles,3.7319427406147696,9.798233071907623,9.27820327797864,13.093824351276606
2017,A,Motor Vehicles,3.7934360163518295,10.276191982836917,9.353886851588488,14.817351060735737
2018,A,Motor Vehicles,3.4160669841134355,7.781063499077712,11.124446250101332,14.338285658431033
2019,A,Motor Vehicles,5.045139820531297,7.770967903017979,10.620371390052203,14.659433793185524
2020,A,Motor Vehicles,4.692917394912447,12.573667649069586,11.121708999103923,16.601946991644244
2009,A,Furniture & Fixtures,8.137717793019329,8.439851407793522,12.792811265433482,14.806464752967956
2010,A,Furniture & Fixtures,6.579815161897566,7.753670614960773,10.883053559448662,15.520694351129757
2011,A,Furniture & Fixtures,5.892602828732285,8.548511160869774,10.231909915305529,12.341527804691932
2012,A,Furniture & Fixtures,3.7740876109773023,9.322122727702283,10.580786053835027,12.378960489099695
2013,A,Furniture & Fixtures,5.036138347793133,6.880388012740409,11.472419376859698,12.545106925563934
2014,A,Furniture & Fixtures,5.8426481502715895,8.21193801032237,10.75496363097374,11.64808115644022
2015,A,Furniture & Fixtures,5.889909716331321,8.650664975598128,8.776528712229775,12.415172301752788
2016,A,Furniture & Fixtures,5.004892754362447,10.738043377987623,8.571499479440384,11.47250236873418
2017,A,Furniture & Fixtures,4.859658538247805,10.511193864008025,8.802533658892663,10.839283534579792
2018,A,Furniture & Fixtures,5.3556902593809275,5.950441391875119,9.495269424014149,11.35287412229057
2019,A,Furniture & Fixtures,5.809367424110344,6.304851109838787,9.34539198480549,11.516177426199912
2020,A,Furniture & Fixtures,5.784582714550769,9.604994981296873,8.943265893271784,11.047167567509545
2009,A,Other Tangible Assets,4.2527675756372165,4.7775410620485825,3.370784386513624,7.190266740002134
2010,A,Other Tangible Assets,3.2742667369800436,6.390421433852903,4.059496725849528,7.572666617879069
2011,A,Other Tangible Assets,2.8667435153759726,6.659229206931524,6.73761639855682,9.547417314982424
2012,A,Other Tangible Assets,2.1336389707505403,9.909281084734447,6.056074994038442,12.05127760539849
2013,A,Other Tangible Assets,3.8530025670745505,8.834926887759357,7.316978063254504,13.367444642700892
2014,A,Other Tangible Assets,4.501453851514254,9.206465139649184,6.069109052993447,13.437457823742527
2015,A,Other Tangible Assets,6.07544124333407,11.232157085182855,6.0515307548075885,12.667568716947464
2016,A,Other Tangible Assets,5.779291996342177,12.71288113023886,5.96006514672494,13.174807304658257
2017,A,Other Tangible Assets,6.6104594021700676,11.918631830290419,6.250228974577478,13.0651622590608
2018,A,Other Tangible Assets,6.526745002448403,8.723397497939986,7.170925845221024,14.150191020889267
2019,A,Other Tangible Assets,10.243327688292926,8.917800569935675,6.904249937331204,13.546052524210769
2020,A,Other Tangible Assets,7.673620010288783,11.142766196357686,5.189548080912394,13.697200959641279
2009,A,Accumulated Depreciation(-),149.17990228511636,43.306507313988405,26.65905124544802,41.71684078226063
2010,A,Accumulated Depreciation(-),115.4785527127316,35.88650660728667,20.00605036622519,38.59853493623164
2011,A,Accumulated Depreciation(-),89.92178874545651,33.003267819993425,16.424980652667898,30.93216821390743
2012,A,Accumulated Depreciation(-),54.70069860308524,39.69528758177018,15.632649508012753,28.26173066378684
2013,A,Accumulated Depreciation(-),60.235486066561194,36.164425924818545,17.689427448790624,28.315970545454988
2014,A,Accumulated Depreciation(-),62.27272307735273,34.27707208704854,17.65240038085694,27.62084257234009
2015,A,Accumulated Depreciation(-),65.03589097977786,32.45097326232085,15.299896367803226,28.468815523873452
2016,A,Accumulated Depreciation(-),59.022070088255475,42.492595894360775,14.649574132996534,27.388728535241206
2017,A,Accumulated Depreciation(-),62.01620914421731,38.39284045349922,15.040638583031296,27.320103570808502
2018,A,Accumulated Depreciation(-),81.81671889592343,41.951524090035925,17.108959428252312,30.452532928382315
2019,A,Accumulated Depreciation(-),82.23012415662313,38.73327634199217,17.573693732400585,30.01379958471461
2020,A,Accumulated Depreciation(-),63.867227099461374,42.40528620895407,16.72924144057668,30.84890035093809
2009,A,Assets in Construction,17.549810055640112,7.378233028391122,31.37900602348148,13.342985193584628
2010,A,Assets in Construction,25.474232199549,10.529359812720473,28.957508223258298,16.063663449135788
2011,A,Assets in Construction,30.68221938939687,8.3867286332764,31.93188564832851,14.07097342792937
2012,A,Assets in Construction,20.130516442998733,13.031803355755809,29.895974443607244,15.582788989538688
2013,A,Assets in Construction,28.241412357158435,8.736478278363972,17.582884294844664,13.372794887225496
2014,A,Assets in Construction,19.153849034340638,9.690788773613901,14.82252153850909,12.493197659306858
2015,A,Assets in Construction,13.134027402355223,7.750141357320395,19.248176981725774,11.126311587447017
2016,A,Assets in Construction,9.856185587253156,8.820472899988951,15.704669731267254,12.335639303307431
2017,A,Assets in Construction,11.653976251871988,8.964795608097562,15.742772172901637,10.070282865853834
2018,A,Assets in Construction,14.333957640276601,8.614803894056035,13.748257494897645,10.666431592068765
2019,A,Assets in Construction,10.908996419280642,8.951172636060864,13.107585865386278,10.138390075625221
2020,A,Assets in Construction,11.784115589089907,13.362443594157378,14.431142138307848,9.956215818878364
2009,A,Advances Paid,2.466331216740748,1.045423239019948,2.083605751820994,0.6985589723253542
2010,A,Advances Paid,1.2540248251874582,1.1353349013539682,1.9747256900110248,0.8853167222720824
2011,A,Advances Paid,1.592452418611014,0.5387842774251732,1.910983774062746,1.038969303160461
2012,A,Advances Paid,1.9084678657837826,0.7023880484288202,2.830111920768035,1.1197228522163225
2013,A,Advances Paid,0.7169040808027191,0.27472830347506455,1.8131587589666736,0.7024689784417888
2014,A,Advances Paid,0.6540545452806541,0.3097769426525345,1.5166504482515129,0.6577049770295754
2015,A,Advances Paid,0.4254636411061862,0.4303091700927686,0.8225076916102423,0.9426137912070455
2016,A,Advances Paid,0.34967418433454256,0.6076876460767205,0.8732643229544442,1.0695732460634977
2017,A,Advances Paid,1.5390260614851266,1.690315899055318,1.8202143579301777,1.099621581576075
2018,A,Advances Paid,0.49157066874966454,0.9625832661938512,0.8629626315058193,1.3919040589966194
2019,A,Advances Paid,1.5720487912949221,1.4336964458746542,0.9656458019253318,1.8199812424083837
2020,A,Advances Paid,0.13996790110058674,1.6690317456683461,1.8504947893578778,0.6694171010845296
2009,A,Growth of Tangible Goods,,,,
2010,A,Growth of Tangible Goods,39.21580262330875,64.97346586967035,31.017185563184533,19.026335408614315
2011,A,Growth of Tangible Goods,50.70728125466859,44.681766212939486,31.780743522523068,41.71341859854935
2012,A,Growth of Tangible Goods,81.66189712484626,10.845702897680276,15.688317003046404,26.876351136626543
2013,A,Growth of Tangible Goods,-4.9808340406339635,30.977581231951,-1.126873576330989,41.773959690798094
2014,A,Growth of Tangible Goods,14.009346257956757,13.576381646388857,21.13300698006555,22.502949206306113
2015,A,Growth of Tangible Goods,19.27715568957231,32.07569719325907,28.812132904968003,4.353776593808667
2016,A,Growth of Tangible Goods,33.66870576298426,-4.8405944508290055,20.752856419977462,11.179553752123716
2017,A,Growth of Tangible Goods,19.21100457960774,26.197753651061937,6.552997729065968,7.873976953985173
2018,A,Growth of Tangible Goods,-34.979687983314854,18.15045129098014,36.59678832601774,46.56062214256711
2019,A,Growth of Tangible Goods,27.199910491014844,12.454990491509,13.87048373866875,13.021151328432513
2020,A,Growth of Tangible Goods,53.67741728274697,10.140323791022254,23.434947120099036,12.692046132610058
2009,A,Growth of Land,,,,
2010,A,Growth of Land,2.9953447843096948,70.1613118624015,40.82686498842363,7.235241700815398
2011,A,Growth of Land,29.702688182041427,30.289524875120264,13.642608860597182,113.21667989622983
2012,A,Growth of Land,642.1971341791177,-63.23897436380308,6.548202414775006,15.851553569171696
2013,A,Growth of Land,-86.21826797091074,343.60588694732206,-0.180801332895153,30.38302456500088
2014,A,Growth of Land,43.65797413404633,7.617631329508323,21.542287296850237,19.834110681014415
2015,A,Growth of Land,39.35931088498856,33.04832169293566,50.40950237670061,11.754906627318462
2016,A,Growth of Land,501.93922097229756,-52.63317829749048,27.249773055786196,12.143579277601436
2017,A,Growth of Land,25.394468299399264,16.345212061406222,7.4313986982700975,14.23079416540558
2018,A,Growth of Land,-66.65397132205261,115.06978746539724,37.938546420507535,34.556537167954595
2019,A,Growth of Land,33.1269271913996,7.255144521158652,26.340857452588008,28.18326252531147
2020,A,Growth of Land,186.2735193453926,-53.293806623928106,29.68596428236272,18.007644383052913
2009,A,Growth of Land Improvments,,,,
2010,A,Growth of Land Improvments,48.01510710967405,6.595146950649178,16.809853940528406,12.946641087761712
2011,A,Growth of Land Improvments,62.11815760769406,103.99705742412553,35.40002484484419,54.6303043798998
2012,A,Growth of Land Improvments,38.62478401851652,10.965873364779632,-16.462803990500518,40.850181033327985
2013,A,Growth of Land Improvments,4.656464491594514,7.292291233546044,62.74777288359537,64.16489134449404
2014,A,Growth of Land Improvments,31.599589109274984,-48.665268139305695,20.739752318148973,90.2996989122419
2015,A,Growth of Land Improvments,38.330811219861616,108.40003844959756,17.835974768646334,-22.139082228948727
2016,A,Growth of Land Improvments,21.056312893146355,-0.029621486002917585,-7.21011580761346,25.080822417407077
2017,A,Growth of Land Improvments,4.8797000513065125,14.973769298651396,18.52526052119563,7.57549639176347
2018,A,Growth of Land Improvments,-9.84600218903261,8.370750084678559,54.110418507286994,16.29202021712588
2019,A,Growth of Land Improvments,13.667030750541986,50.345274561855156,21.023354494483648,11.650384608387231
2020,A,Growth of Land Improvments,14.553599143319907,12.335400753701297,7.591064690742422,28.992865721351357
2009,A,Growth of Buildings,,,,
2010,A,Growth of Buildings,9.925526838481513,58.6019446528228,34.882486366316016,2.268463948351629
2011,A,Growth of Buildings,22.26049945756956,38.53536580164776,9.725008062454554,39.52566883283664
2012,A,Growth of Buildings,15.717814801827611,49.68430842931966,32.26024256090297,23.85436493659725
2013,A,Growth of Buildings,7.481743448340827,-0.7399140255804459,37.71240692139344,49.74110436538408
2014,A,Growth of Buildings,38.293867163659925,14.35431415402213,45.23089029020675,29.696078547102942
2015,A,Growth of Buildings,34.03526812880418,25.976019164126505,18.066073819837957,8.074886564289386
2016,A,Growth of Buildings,18.208701536863224,22.26819851369546,31.288290996233847,2.386786357638604
2017,A,Growth of Buildings,17.95959271156635,28.2732666591216,1.291644725668517,4.48930939445471
2018,A,Growth of Buildings,-32.975204604613225,23.10128612132305,40.22455816722628,52.041200883800464
2019,A,Growth of Buildings,37.986214626792325,8.786131471941028,13.104226660169992,6.537676997299857
2020,A,Growth of Buildings,49.3424252256494,-2.8161831387491953,15.664423464282763,12.881993005908686
2009,A,"Growth of Machinery,Plant & Equipments",,,,
2010,A,"Growth of Machinery,Plant & Equipments",16.395502010513052,43.90927712791262,17.879696458516193,12.494421563290171
2011,A,"Growth of Machinery,Plant & Equipments",23.024947098066306,40.00658385779896,24.415337948058724,15.973528724545627
2012,A,"Growth of Machinery,Plant & Equipments",41.46498801876761,26.61324504074458,25.862065568459247,11.597839987125758
2013,A,"Growth of Machinery,Plant & Equipments",9.506970881293908,22.368842521170485,17.487522268052658,48.71823223976168
2014,A,"Growth of Machinery,Plant & Equipments",14.99704425795716,12.540675073470787,25.87226026462286,16.64495092620495
2015,A,"Growth of Machinery,Plant & Equipments",19.7461494518808,21.826938825616725,14.87181342697259,4.468377232064302
2016,A,"Growth of Machinery,Plant & Equipments",12.806701662328024,21.38459198763507,25.05897190484987,9.222290912307397
2017,A,"Growth of Machinery,Plant & Equipments",18.999379943535,15.872212349744741,6.200434013863698,11.904350318913925
2018,A,"Growth of Machinery,Plant & Equipments",-11.220312554072521,26.75536768758173,38.72355043540088,60.12418154710555
2019,A,"Growth of Machinery,Plant & Equipments",19.951255715794503,3.0089053504456897,12.25499382739368,9.791723987210199
2020,A,"Growth of Machinery,Plant & Equipments",15.708727913118414,25.651123949994425,21.726633454927537,9.1962305617294
2009,A,Growth of Motor Vehicles,,,,
2010,A,Growth of Motor Vehicles,3.4666487169349613,26.512855097432684,10.257182294082966,25.856862347434493
2011,A,Growth of Motor Vehicles,26.245326455969888,74.87953307188408,17.424931306254887,10.58711113978954
2012,A,Growth of Motor Vehicles,-3.798187262794095,21.743525577219746,6.247606303652042,17.974166499703536
2013,A,Growth of Motor Vehicles,1.422837584928205,-9.383331505136805,7.701819240427299,34.886509315979495
2014,A,Growth of Motor Vehicles,35.08416947463529,31.373895202816993,10.20997431750783,15.146194380614798
2015,A,Growth of Motor Vehicles,28.899046061679634,28.13549684669645,11.324203633708319,14.848529262110443
2016,A,Growth of Motor Vehicles,29.682228755392927,16.778786746370233,15.564404458139492,12.42153758269815
2017,A,Growth of Motor Vehicles,21.17530995217576,32.353694263428046,7.422165110440115,22.07331822723553
2018,A,Growth of Motor Vehicles,-41.44787463937239,-10.537272418103804,62.452641749798275,41.82211502878139
2019,A,Growth of Motor Vehicles,87.85970432391433,12.309084965993367,8.710743931056019,15.552592869045734
2020,A,Growth of Motor Vehicles,42.9485505706904,78.2104679098456,29.26172840578738,27.62480479588618
2009,A,Growth of Furniture & Fixtures,,,,
2010,A,Growth of Furniture & Fixtures,12.564022515300088,51.56071508328988,11.458460389007064,24.76789040691503
2011,A,Growth of Furniture & Fixtures,34.967036304360775,59.51331371482587,23.896173893565532,12.685686372313354
2012,A,Growth of Furniture & Fixtures,16.350606896921114,20.87686695439308,19.632926918798788,27.261175648313053
2013,A,Growth of Furniture & Fixtures,26.793470313575373,-3.329251698430402,7.205075848071285,43.67680429610985
2014,A,Growth of Furniture & Fixtures,32.267314761045164,35.55662904327688,13.557658745360346,13.743493995303947
2015,A,Growth of Furniture & Fixtures,20.241996465202018,39.13190849727057,5.116430116803028,11.226055120197342
2016,A,Growth of Furniture & Fixtures,13.583665824824887,18.121072483200983,17.931938683513327,2.737816501827428
2017,A,Growth of Furniture & Fixtures,15.7516863380196,23.531728000639806,9.425002149945039,1.919928593223208
2018,A,Growth of Furniture & Fixtures,-28.34297945237396,-33.11441640916569,47.346588819943356,53.505006964804004
2019,A,Growth of Furniture & Fixtures,37.97493517514765,19.15283672491985,12.073102775360844,14.646883035202007
2020,A,Growth of Furniture & Fixtures,53.02177788603557,67.79099757016012,18.12362225274431,8.102530126027974
2009,A,Growth of Other Tangible Assets,,,,
2010,A,Growth of Other Tangible Assets,7.184242657131201,120.66790397369923,57.786371015522064,25.356511710860886
2011,A,Growth of Other Tangible Assets,31.949885565904413,50.767684611803766,118.71876208634066,78.66852124438111
2012,A,Growth of Other Tangible Assets,35.20599283721193,64.94419893292793,3.9859027674255865,60.15033999907624
2013,A,Growth of Other Tangible Assets,71.58905296613307,16.77712482114535,19.458972651352035,57.25764686511723
2014,A,Growth of Other Tangible Assets,33.19685151706566,18.352648708806285,0.47446130404822373,23.1445693057466
2015,A,Growth of Other Tangible Assets,60.98384543478905,61.13621846248138,28.439047158379992,-1.6250950727163205
2016,A,Growth of Other Tangible Assets,27.152983698924803,7.704174896794425,18.927742430199658,15.631438805022269
2017,A,Growth of Other Tangible Assets,36.35571737233072,18.31342936095208,11.740495672308725,6.976214516297263
2018,A,Growth of Other Tangible Assets,-35.80310070836772,-13.524189198224246,56.71832884289538,58.73211203477076
2019,A,Growth of Other Tangible Assets,99.63249132488146,14.961077783525422,9.63581233245141,8.195744494303359
2020,A,Growth of Other Tangible Assets,15.124902792884608,37.62001820627674,-7.2206830924429255,13.949477139020484
2009,A,Growth of Accumulated Depreciation(-),,,,
2010,A,Growth of Accumulated Depreciation(-),7.76545067682981,36.707431288197846,-1.679306248166068,10.129196733292577
2011,A,Growth of Accumulated Depreciation(-),17.353984692694404,33.05756203156793,8.192078052837392,13.566572138039978
2012,A,Growth of Accumulated Depreciation(-),10.507506811501033,33.32170855703316,10.107582476009846,15.922855411577519
2013,A,Growth of Accumulated Depreciation(-),4.6335018265898364,19.327238139222057,11.881801969021,42.04605211460377
2014,A,Growth of Accumulated Depreciation(-),17.865280275260133,7.649042436692333,20.879454393841534,19.495627714511276
2015,A,Growth of Accumulated Depreciation(-),24.569726687063387,25.03941139827628,11.645568978763032,7.557486969773786
2016,A,Growth of Accumulated Depreciation(-),21.308459087650135,24.605512841229494,15.620255155332007,6.961479090432654
2017,A,Growth of Accumulated Depreciation(-),25.258476723138568,14.021987114188427,9.397386861349144,7.60368883812188
2018,A,Growth of Accumulated Depreciation(-),-14.22002950190967,29.101974353408732,55.38096315511631,63.364760321391486
2019,A,Growth of Accumulated Depreciation(-),27.842628909293254,3.8281759059683784,16.96357190953264,11.392841862546298
2020,A,Growth of Accumulated Depreciation(-),19.359548709441633,20.581897391460146,17.503642889244443,15.827577633945268
2009,A,Growth of Assets in Construction,,,,
2010,A,Growth of Assets in Construction,102.07715471729637,135.43102732174063,20.9066732545641,43.29619390623569
2011,A,Growth of Assets in Construction,81.51808583723064,15.240312136085432,45.31663430326154,24.133934565748017
2012,A,Growth of Assets in Construction,19.187851462982053,72.23871978659433,8.312268390202338,40.50821840089345
2013,A,Growth of Assets in Construction,33.30385513408049,-12.193058616082265,-41.84920297359081,21.667185801438805
2014,A,Growth of Assets in Construction,-22.676749338449465,25.982654467564714,2.1161588097827755,14.445302660283254
2015,A,Growth of Assets in Construction,-18.210202633782956,5.626626173245763,67.27239863385581,-7.063614506682758
2016,A,Growth of Assets in Construction,0.30918398812371795,8.30137401722515,-1.4772291950916783,23.263748476737444
2017,A,Growth of Assets in Construction,40.955362907257694,28.26263177842032,6.811515064763718,-11.936346785045515
2018,A,Growth of Assets in Construction,-20.02743286395279,13.537777364007543,19.290795690653884,55.23683604513965
2019,A,Growth of Assets in Construction,-3.193283885515774,16.845844206692572,8.56409575479693,7.4260411341256605
2020,A,Growth of Assets in Construction,66.0054123303224,64.41911288479338,35.89895843662798,10.667110260903145
2009,A,Growth of Advances Paid,,,,
2010,A,Growth of Advances Paid,-29.21466858829541,79.16201458727137,24.170804356077326,50.84768688495631
2011,A,Growth of Advances Paid,91.37912560894617,-31.339853313174114,27.52700989273096,66.30872100998437
2012,A,Growth of Advances Paid,117.71193226764494,44.50439665221162,71.33106491419254,36.73777400482259
2013,A,Growth of Advances Paid,-64.30664144152907,-48.770129609106114,-36.655270102235484,-11.056732979491024
2014,A,Growth of Advances Paid,4.0143767085245585,28.065961238497405,1.3239620776896333,14.696594250340155
2015,A,Growth of Advances Paid,-22.409998788864105,83.46550638019256,-30.142789191008777,49.55840751899889
2016,A,Growth of Advances Paid,9.857790755521023,34.385226203218046,28.204468459093146,26.154186700659498
2017,A,Growth of Advances Paid,424.68512427645953,251.02584493633992,122.09689695185828,10.904562717530887
2018,A,Growth of Advances Paid,-79.23226964102801,-32.71692742787884,-35.239537367946994,85.51684349166784
2019,A,Growth of Advances Paid,306.7868126648852,67.49337522357852,27.41983322450592,47.780570136009736
2020,A,Growth of Advances Paid,-86.31727866034802,28.21939917222791,136.54193495688247,-58.55013168292399
2009,B,Land,9.191710358612951,8.406496316261903,7.891131723397884,7.959815128110328
2010,B,Land,7.838808095447766,8.132695957735635,11.093422347544598,8.161186096510388
2011,B,Land,6.751015768480528,13.098036435608112,12.120954918149678,8.164094647980596
2012,B,Land,8.85795827231049,7.090929212159032,13.212428539291107,7.226542980056841
2013,B,Land,6.662165557249097,7.001577311538762,44.233586778825654,6.951901424567559
2014,B,Land,6.060879273655475,8.405434006321547,8.824172914844741,8.264963045324693
2015,B,Land,6.276619918446889,10.877072261807063,9.345064030647658,9.477124319478678
2016,B,Land,6.680398516248548,10.927629292430005,9.470233924218913,11.389601364421873
2017,B,Land,5.469948838624713,8.53009010733575,9.662209344423733,13.0294196408771
2018,B,Land,4.2402262147240934,11.875045794596664,10.658281904363754,16.34755335855187
2019,B,Land,4.649871619708397,9.754792261718263,10.330280937171924,18.551331154875488
2020,B,Land,5.5237112279356255,8.959944975550684,10.875475144892174,18.384352179165017
2009,B,Land Improvments,61.471940319626604,14.330214786433718,4.5717185836249365,2.893908410307815
2010,B,Land Improvments,47.39724969743826,14.444156642998188,5.233777856056456,1.9114130360048582
2011,B,Land Improvments,38.95984724925993,15.340108832923882,6.203222488751766,2.053307708245972
2012,B,Land Improvments,32.56093623079926,13.920411265521002,8.12802620469189,2.8323934003386375
2013,B,Land Improvments,27.152596419677394,11.436059198096322,8.312770966843686,3.4704689134745728
2014,B,Land Improvments,25.000887455504177,9.156464680548401,9.517810972727482,5.710151414987645
2015,B,Land Improvments,24.585375576687124,11.483040540466769,5.644065267015573,5.831956266893797
2016,B,Land Improvments,17.094484861423894,8.89228862459179,7.7341063865595805,5.264819329050487
2017,B,Land Improvments,13.997870427024713,4.060008045425579,6.719150316433818,8.620003984608614
2018,B,Land Improvments,11.609507227146894,4.757856343404806,7.265628742359398,3.895506673285809
2019,B,Land Improvments,12.54946345190281,12.397685995142744,6.3088320827095,4.2354556072923435
2020,B,Land Improvments,15.14665184156416,5.97819961673738,8.472610634572504,3.7547456601168934
2009,B,Buildings,28.52910997734966,17.088679523378012,15.20904219674231,17.2935193772273
2010,B,Buildings,23.52946534028332,16.971785701867585,25.673147915356807,10.770076360111243
2011,B,Buildings,20.66643126643412,20.016440887023666,18.419746774521993,9.81607545464351
2012,B,Buildings,18.560165289440764,18.62545913861056,21.59813125042046,10.359132926857756
2013,B,Buildings,15.508681940330465,13.774284470327414,12.705274938850685,14.608177602677506
2014,B,Buildings,14.518411772147893,13.712478162590088,14.0548652593802,12.43118073706233
2015,B,Buildings,14.425795100042492,16.495682341790854,13.89888390888189,13.939100852550546
2016,B,Buildings,14.856766649857,16.275865347579906,16.47359937298445,12.72113363383863
2017,B,Buildings,12.509921387514183,16.71804199204503,22.23371212830423,12.146097600134508
2018,B,Buildings,10.191733040504145,23.129416505949287,21.85246158979524,15.386059789382648
2019,B,Buildings,14.620176445127553,17.03779903400657,20.228379925739308,17.687266514816642
2020,B,Buildings,15.04537149806356,16.87691773882685,18.341023110279068,16.997021302908514
2009,B,"Machinery,Plant & Equipments",178.7395597469728,65.46639711894363,57.99384811645588,65.92043585477393
2010,B,"Machinery,Plant & Equipments",144.7352881622147,58.114475606974956,65.84771929499958,58.165150668844035
2011,B,"Machinery,Plant & Equipments",120.5168286764573,57.885482586103606,49.15860981000174,59.434968514615264
2012,B,"Machinery,Plant & Equipments",107.92117517509394,62.62760203172311,49.44084806259272,52.46173830656134
2013,B,"Machinery,Plant & Equipments",89.87990350508458,57.675007691702326,35.07723998309507,53.02511663888768
2014,B,"Machinery,Plant & Equipments",73.5892579302333,57.761766731282535,40.51056223897943,55.08502769953658
2015,B,"Machinery,Plant & Equipments",77.81488008298663,66.03588204682727,43.441122527007394,52.7329688138306
2016,B,"Machinery,Plant & Equipments",78.8200119890645,62.02772369446312,52.245035447895816,45.714791151448466
2017,B,"Machinery,Plant & Equipments",65.73066070765755,48.26037220197962,51.071575311782766,45.144780207437194
2018,B,"Machinery,Plant & Equipments",51.81068894565287,69.86035938313523,52.41169411599456,52.17828579066672
